https://www.webstaurantstore.com/taylor-5978n-8-candy-deep-fry-thermometer/9135978N.html;"Taylor 5978N 8"" Candy / Deep Fry Thermometer";$1.79;$1.73;077784059784; 5978N
https://www.webstaurantstore.com/taylor-1470fs-digital-cooking-thermometer-and-kitchen-timer/913HLA1.html;"Taylor 1470FS 5 1/4"" Digital Cooking Thermometer and 24 Hour Kitchen Timer with 48"" Cord";$12.49;$12.17;00077784014707; 1470FS
https://www.webstaurantstore.com/libbey-15248-gibraltar-4-5-oz-rocks-glass-case/55115248.html;Libbey 15248 Gibraltar 4.5 oz. Espresso / Rocks Glass - 36/Case;$60.49;$57.96;031009109005; 15248
https://www.webstaurantstore.com/libbey-917cd-heavy-base-11-oz-rocks-old-fashioned-glass-case/551917CD.html;Libbey 917CD Heavy Base 11 oz. Rocks / Old Fashioned Glass - 36/Case;$72.49;$69.30;031009756513; 917CD
https://www.webstaurantstore.com/libbey-15710-endeavor-9-oz-stackable-rocks-old-fashioned-glass-case/55115710.html;Libbey 15710 Endeavor 9 oz. Stackable Rocks / Old Fashioned Glass - 12/Case;$27.49;$26.22;10031009367112; 15710
https://www.webstaurantstore.com/libbey-15248-gibraltar-4-5-oz-rocks-glass-case/55115248.html;Libbey 15248 Gibraltar 4.5 oz. Espresso / Rocks Glass - 36/Case;$60.49;$57.96;031009109005; 15248
https://www.webstaurantstore.com/libbey-15248-gibraltar-4-5-oz-rocks-glass-case/55115248.html;Libbey 15248 Gibraltar 4.5 oz. Espresso / Rocks Glass - 36/Case;$60.49;$57.96;031009109005; 15248
https://www.webstaurantstore.com/libbey-917cd-heavy-base-11-oz-rocks-old-fashioned-glass-case/551917CD.html;Libbey 917CD Heavy Base 11 oz. Rocks / Old Fashioned Glass - 36/Case;$72.49;$69.30;031009756513; 917CD
https://www.webstaurantstore.com/libbey-15710-endeavor-9-oz-stackable-rocks-old-fashioned-glass-case/55115710.html;Libbey 15710 Endeavor 9 oz. Stackable Rocks / Old Fashioned Glass - 12/Case;$27.49;$26.22;10031009367112; 15710
https://www.webstaurantstore.com/libbey-15242-gibraltar-9-oz-rocks-glass-case/55115242.html;Libbey 15242 Gibraltar 9 oz. Rocks / Old Fashioned Glass - 36/Case;$74.49;$71.21;031009733187; 15242
https://www.webstaurantstore.com/libbey-7512-vina-8-oz-martini-glass-case/5517512.html;Libbey 7512 Vina 8 oz. Martini Glass - 12/Case;$44.99;$43.20;10031009308269; 7512
https://www.webstaurantstore.com/libbey-925500-carats-12-oz-double-rocks-old-fashioned-glass-case/551925500.html;Libbey 925500 Carats 12 oz. Rocks / Double Old Fashioned Glass - 12/Case;$33.49;$32.14;10615905925500; 925500
https://www.webstaurantstore.com/libbey-15712-endeavor-12-oz-stackable-double-rocks-old-fashioned-glass-case/55115712.html;Libbey 15712 Endeavor 12 oz. Stackable Rocks / Double Old Fashioned Glass - 12/Case;$36.99;$35.60;10031009367129; 15712
https://www.webstaurantstore.com/libbey-15240-gibraltar-8-oz-rocks-glass-case/55115240.html;Libbey 15240 Gibraltar 8 oz. Rocks / Old Fashioned Glass - 36/Case;$74.49;$71.21;031009007691; 15240
https://www.webstaurantstore.com/libbey-3773-embassy-5-5-oz-champagne-glass-case/5513773.html;Libbey 3773 Embassy 5.5 oz. Champagne Glass - 36/Case;$126.49;$120.89;031009239832; 3773
https://www.webstaurantstore.com/libbey-601602-retro-cocktails-8-25-oz-coupe-glass-case/551601602.html;Libbey 601602 Speakeasy 8.25 oz. Coupe Glass - 12/Case;$48.49;$46.65;10615905601602; 601602
https://www.webstaurantstore.com/libbey-916cd-heavy-base-8-oz-rocks-glass-case/551916CD.html;Libbey 916CD Heavy Base 8 oz. Rocks / Old Fashioned Glass - 36/Case;$58.99;$57.93;031009776634; 916CD
https://www.webstaurantstore.com/libbey-7518-vina-10-oz-martini-glass-case/5517518.html;Libbey 7518 Vina 10 oz. Martini Glass - 12/Case;$44.99;$43.20;10031009376619; 7518
https://www.webstaurantstore.com/libbey-400-8-25-oz-cosmopolitan-glass-case/551400.html;Libbey 400 Cosmopolitan 8.25 oz. Cocktail Glass - 12/Case;$21.49;$20.74;10031009364098; 400
https://www.webstaurantstore.com/libbey-2524-chicago-10-25-oz-rocks-old-fashioned-glass-case/5512524.html;Libbey 2524 Chicago 10.25 oz. Rocks / Old Fashioned Glass - 12/Case;$26.49;$25.74;06943949904845; 2524
https://www.webstaurantstore.com/libbey-5131-4-oz-rocks-old-fashioned-glass-case/5515131.html;Libbey 5131 4 oz. Rocks / Old Fashioned Glass - 48/Case;$82.99;$79.49;10031009370129; 5131
https://www.webstaurantstore.com/libbey-15232-gibraltar-10-oz-rocks-glass-case/55115232.html;Libbey 15232 Gibraltar 10 oz. Rocks / Old Fashioned Glass - 36/Case;$86.99;$83.21;031009105373; 15232
https://www.webstaurantstore.com/libbey-8455-citation-6-oz-cocktail-glass-case/5518455.html;Libbey 8455 Citation 6 oz. Cocktail Glass - 36/Case;$134.99;$129.17;031009093847; 8455
https://www.webstaurantstore.com/libbey-3055-perception-8-5-oz-cocktail-coupe-glass-case/5513055.html;Libbey 3055 Perception 8.5 oz. Cocktail Coupe Glass - 12/Case;$41.49;$39.53;10031009443816; 3055
https://www.webstaurantstore.com/libbey-5632-hobstar-12-oz-double-rocks-old-fashioned-glass-case/5515632.html;Libbey 5632 Hobstar 12 oz. Rocks / Double Old Fashioned Glass - 12/Case;$31.99;$31.44;10615905924152; 5632
https://www.webstaurantstore.com/libbey-918cd-heavy-base-13-5-oz-double-rocks-old-fashioned-glass-case/551918CD.html;Libbey 918CD Heavy Base 13.5 oz. Rocks / Double Old Fashioned Glass - 36/Case;$89.99;$86.11;031009755691; 918CD
https://www.webstaurantstore.com/libbey-97084-16-oz-drinking-mason-jar-with-handle-case/55197084.html;Libbey 97084 16 oz. Drinking Jar / Mason Jar with Handle - 12/Case;$12.99;$12.47;031009871421; 97084
https://www.webstaurantstore.com/libbey-15241-gibraltar-7-oz-rocks-glass-case/55115241.html;Libbey 15241 Gibraltar 7 oz. Rocks / Old Fashioned Glass - 36/Case;$66.99;$64.73;031009733088; 15241
https://www.webstaurantstore.com/libbey-15248-gibraltar-4-5-oz-rocks-glass-case/55115248.html;Libbey 15248 Gibraltar 4.5 oz. Espresso / Rocks Glass - 36/Case;$60.49;$57.96;031009109005; 15248
https://www.webstaurantstore.com/libbey-917cd-heavy-base-11-oz-rocks-old-fashioned-glass-case/551917CD.html;Libbey 917CD Heavy Base 11 oz. Rocks / Old Fashioned Glass - 36/Case;$72.49;$69.30;031009756513; 917CD
https://www.webstaurantstore.com/libbey-15710-endeavor-9-oz-stackable-rocks-old-fashioned-glass-case/55115710.html;Libbey 15710 Endeavor 9 oz. Stackable Rocks / Old Fashioned Glass - 12/Case;$27.49;$26.22;10031009367112; 15710
https://www.webstaurantstore.com/libbey-15248-gibraltar-4-5-oz-rocks-glass-case/55115248.html;Libbey 15248 Gibraltar 4.5 oz. Espresso / Rocks Glass - 36/Case;$60.49;$57.96;031009109005; 15248
https://www.webstaurantstore.com/libbey-917cd-heavy-base-11-oz-rocks-old-fashioned-glass-case/551917CD.html;Libbey 917CD Heavy Base 11 oz. Rocks / Old Fashioned Glass - 36/Case;$72.49;$69.30;031009756513; 917CD
https://www.webstaurantstore.com/libbey-15710-endeavor-9-oz-stackable-rocks-old-fashioned-glass-case/55115710.html;Libbey 15710 Endeavor 9 oz. Stackable Rocks / Old Fashioned Glass - 12/Case;$27.49;$26.22;10031009367112; 15710
https://www.webstaurantstore.com/libbey-15242-gibraltar-9-oz-rocks-glass-case/55115242.html;Libbey 15242 Gibraltar 9 oz. Rocks / Old Fashioned Glass - 36/Case;$74.49;$71.21;031009733187; 15242
https://www.webstaurantstore.com/libbey-7512-vina-8-oz-martini-glass-case/5517512.html;Libbey 7512 Vina 8 oz. Martini Glass - 12/Case;$44.99;$43.20;10031009308269; 7512
https://www.webstaurantstore.com/libbey-925500-carats-12-oz-double-rocks-old-fashioned-glass-case/551925500.html;Libbey 925500 Carats 12 oz. Rocks / Double Old Fashioned Glass - 12/Case;$33.49;$32.14;10615905925500; 925500
https://www.webstaurantstore.com/libbey-15712-endeavor-12-oz-stackable-double-rocks-old-fashioned-glass-case/55115712.html;Libbey 15712 Endeavor 12 oz. Stackable Rocks / Double Old Fashioned Glass - 12/Case;$36.99;$35.60;10031009367129; 15712
https://www.webstaurantstore.com/libbey-15240-gibraltar-8-oz-rocks-glass-case/55115240.html;Libbey 15240 Gibraltar 8 oz. Rocks / Old Fashioned Glass - 36/Case;$74.49;$71.21;031009007691; 15240
https://www.webstaurantstore.com/bakers-mark-21-gallon-white-mobile-ingredient-storage-bin-with-lid/176BIN21GL.html;Baker's Mark 21 Gallon / 335 Cup White Slant Top Mobile Ingredient Storage Bin with Sliding Lid & Scoop;;$129.99;;
https://www.webstaurantstore.com/bakers-mark-27-gallon-white-mobile-ingredient-storage-bin-with-lid/176BIN27GL.html;Baker's Mark 27 Gallon / 430 Cup White Slant Top Mobile Ingredient Storage Bin with Sliding Lid & Scoop;;$149.99;;
https://www.webstaurantstore.com/bakers-mark-16-x-24-full-size-quilon-coated-parchment-paper-bun-sheet-pan-liner-sheet-case/433QLINER.html;"Baker's Mark 16"" x 24"" Full Size Quilon® Coated Parchment Paper Bun / Sheet Pan Liner Sheet - 1000/Case";;$32.99;787074001026;
https://www.webstaurantstore.com/full-size-20-gauge-18-x-26-sanitary-open-bead-rim-stainless-steel-bun-pan-sheet-pan/407FULLSS.html;"Baker's Mark Full Size NSF 20 Gauge 18"" x 26"" Open Bead Rim Stainless Steel Bun Pan / Sheet Pan";;$39.01;843018021489;
https://www.webstaurantstore.com/bakers-mark-12-6-gallon-shelf-ingredient-bin-with-2-1-2-cup-measuring-scoop/176BIN200.html;Baker's Mark 12.6 Gallon / 200 Cup Shelf Ingredient Bin with Flip Lid & Scoop;;$69.99;;
https://www.webstaurantstore.com/bakers-mark-6-3-gallon-shelf-ingredient-bin-with-2-1-2-cup-measuring-scoop/176BIN100.html;Baker's Mark 6.3 Gallon / 100 Cup Shelf Ingredient Bin with Flip Lid & Scoop;;$49.99;;
https://www.webstaurantstore.com/bakers-mark-21-gallon-white-mobile-ingredient-storage-bin-with-lid/176BIN21GL.html;Baker's Mark 21 Gallon / 335 Cup White Slant Top Mobile Ingredient Storage Bin with Sliding Lid & Scoop;;$129.99;;
https://www.webstaurantstore.com/bakers-mark-27-gallon-white-mobile-ingredient-storage-bin-with-lid/176BIN27GL.html;Baker's Mark 27 Gallon / 430 Cup White Slant Top Mobile Ingredient Storage Bin with Sliding Lid & Scoop;;$149.99;;
